ID,Session,Condition,Period,Time,Max_Strength
Sub16,Session2,1.5-15,3rd_45min,119,51.6
Sub16,Session2,1.5-15,3rd_45min,128,41.8
Sub16,Session3,2.5-5,1st_45min,0,77.4
Sub16,Session3,2.5-5,1st_45min,9,77.8
Sub16,Session3,2.5-5,1st_45min,18,79.4
Sub16,Session3,2.5-5,1st_45min,27,77.2
Sub16,Session3,2.5-5,1st_45min,36,70
Sub16,Session3,2.5-5,1st_45min,45,71
Sub16,Session3,2.5-5,2nd_45min,60,61.2
Sub16,Session3,2.5-5,2nd_45min,69,69
Sub16,Session3,2.5-5,2nd_45min,78,61.4
Sub16,Session3,2.5-5,2nd_45min,87,60.2
Sub16,Session3,2.5-5,2nd_45min,96,68.2
Sub16,Session3,2.5-5,2nd_45min,100,73.4
Sub16,Session3,2.5-5,3rd_45min,115,60.8
Sub16,Session3,2.5-5,3rd_45min,124,70.2
Sub16,Session3,2.5-5,3rd_45min,133,62.8
Sub16,Session3,2.5-5,3rd_45min,140,57.8
Sub16,Session4,2.5-10,1st_45min,0,64.2
Sub16,Session4,2.5-10,1st_45min,9,72.8
Sub16,Session4,2.5-10,1st_45min,18,60.6
Sub16,Session4,2.5-10,1st_45min,27,56
Sub16,Session4,2.5-10,1st_45min,36,63.4
Sub16,Session4,2.5-10,1st_45min,38,57
Sub16,Session4,2.5-10,2nd_45min,53,62.6
Sub16,Session4,2.5-10,2nd_45min,62,50.6
Sub16,Session4,2.5-10,2nd_45min,71,51.6
Sub16,Session4,2.5-10,2nd_45min,73,55
Sub16,Session4,2.5-10,3rd_45min,88,70
Sub16,Session4,2.5-10,3rd_45min,97,56
Sub16,Session4,2.5-10,3rd_45min,106,57.4
Sub16,Session4,2.5-10,3rd_45min,108,55.2
Sub17,Session1,2.5-10,1st_45min,0,98.6
Sub17,Session1,2.5-10,1st_45min,9,99
Sub17,Session1,2.5-10,1st_45min,18,85
Sub17,Session1,2.5-10,1st_45min,27,85.2
Sub17,Session1,2.5-10,1st_45min,36,94.6
Sub17,Session1,2.5-10,1st_45min,45,85.6
Sub17,Session1,2.5-10,2nd_45min,60,82
Sub17,Session1,2.5-10,2nd_45min,69,85
Sub17,Session1,2.5-10,2nd_45min,78,73
Sub17,Session1,2.5-10,2nd_45min,87,74.6
Sub17,Session1,2.5-10,2nd_45min,96,96.4
Sub17,Session1,2.5-10,2nd_45min,105,91.2
Sub17,Session1,2.5-10,3rd_45min,120,65.8
Sub17,Session1,2.5-10,3rd_45min,129,71
Sub17,Session1,2.5-10,3rd_45min,138,60.4
Sub17,Session1,2.5-10,3rd_45min,147,50.6
Sub17,Session1,2.5-10,3rd_45min,156,47.2
Sub17,Session1,2.5-10,3rd_45min,165,50.6
Sub17,Session2,1.5-15,1st_45min,0,88.4
Sub17,Session2,1.5-15,1st_45min,9,84
Sub17,Session2,1.5-15,1st_45min,18,74.4
Sub17,Session2,1.5-15,1st_45min,27,56.2
Sub17,Session2,1.5-15,1st_45min,36,55.2
Sub17,Session2,1.5-15,1st_45min,45,70
Sub17,Session2,1.5-15,2nd_45min,60,65.4
Sub17,Session2,1.5-15,2nd_45min,69,52
Sub17,Session2,1.5-15,2nd_45min,78,54.4
Sub17,Session2,1.5-15,2nd_45min,87,41.8
Sub17,Session2,1.5-15,2nd_45min,96,46.6
Sub17,Session2,1.5-15,2nd_45min,105,53.8
Sub17,Session2,1.5-15,3rd_45min,120,41.4
Sub17,Session2,1.5-15,3rd_45min,129,40.8
Sub17,Session2,1.5-15,3rd_45min,138,54
Sub17,Session2,1.5-15,3rd_45min,147,54.2
Sub17,Session2,1.5-15,3rd_45min,156,41.6
Sub17,Session2,1.5-15,3rd_45min,165,42.8
Sub17,Session3,2.5-5,1st_45min,0,76.8
Sub17,Session3,2.5-5,1st_45min,9,73.8
Sub17,Session3,2.5-5,1st_45min,18,70.4
Sub17,Session3,2.5-5,1st_45min,27,69.6
Sub17,Session3,2.5-5,1st_45min,36,73.4
Sub17,Session3,2.5-5,1st_45min,45,65.8
Sub17,Session3,2.5-5,2nd_45min,60,53
Sub17,Session3,2.5-5,2nd_45min,69,63.6
Sub17,Session3,2.5-5,2nd_45min,78,59.4
Sub17,Session3,2.5-5,2nd_45min,87,45.2
Sub17,Session3,2.5-5,2nd_45min,96,61.4
Sub17,Session3,2.5-5,2nd_45min,105,60.6
Sub17,Session3,2.5-5,3rd_45min,120,62.6
Sub17,Session3,2.5-5,3rd_45min,129,66.6
Sub17,Session3,2.5-5,3rd_45min,138,78.8
Sub17,Session3,2.5-5,3rd_45min,147,84.2
Sub17,Session3,2.5-5,3rd_45min,156,66.2
Sub17,Session3,2.5-5,3rd_45min,165,74.4
Sub17,Session4,2.5-15,1st_45min,0,68.4
Sub17,Session4,2.5-15,1st_45min,9,73.4
Sub17,Session4,2.5-15,1st_45min,18,71
Sub17,Session4,2.5-15,1st_45min,27,75.6
Sub17,Session4,2.5-15,1st_45min,36,69.8
Sub17,Session4,2.5-15,1st_45min,45,77.6
Sub17,Session4,2.5-15,2nd_45min,60,61.8
Sub17,Session4,2.5-15,2nd_45min,69,72.8
Sub17,Session4,2.5-15,2nd_45min,78,60.8
Sub17,Session4,2.5-15,2nd_45min,87,61
Sub17,Session4,2.5-15,2nd_45min,96,56.8
Sub17,Session4,2.5-15,2nd_45min,105,51.4
Sub17,Session4,2.5-15,3rd_45min,120,45.4
Sub17,Session4,2.5-15,3rd_45min,129,44.4
Sub17,Session4,2.5-15,3rd_45min,138,50.2
